t_ms,roll,pitch,altitude,vz,m1,m2,m3,m4,throttle,p_roll,i_roll,d_roll,p_pitch,i_pitch,d_pitch,corr_roll,corr_pitch,scenario
61288.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61304.4,0.0,0.0,0.0,0.0,14.05,14.05,14.05,14.05,14.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61321.5,0.0,0.0,0.0,0.0,14.1,14.1,14.1,14.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61337.0,0.0,0.0,0.0,0.0,14.15,14.15,14.15,14.15,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61353.2,0.0,0.0,0.0,0.0,14.2,14.2,14.2,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61370.3,0.0,0.0,0.0,0.0,14.25,14.25,14.25,14.25,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61386.7,0.0,0.0,0.0,0.0,14.3,14.3,14.3,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61403.8,0.0,0.0,0.0,0.0,14.35,14.35,14.35,14.35,14.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61420.9,0.0,0.0,0.0,0.0,14.4,14.4,14.4,14.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61437.4,0.0,0.0,0.0,0.0,14.45,14.45,14.45,14.45,14.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61453.5,0.0,0.0,0.0,0.0,14.5,14.5,14.5,14.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61469.7,0.0,0.0,0.0,0.0,14.55,14.55,14.55,14.55,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61485.8,0.0,0.0,0.0,0.0,14.6,14.6,14.6,14.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61502.0,0.0,0.0,0.0,0.0,14.65,14.65,14.65,14.65,14.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61519.0,0.0,0.0,0.0,0.0,14.7,14.7,14.7,14.7,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61536.3,0.0,0.0,0.0,0.0,14.75,14.75,14.75,14.75,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61552.5,0.0,0.0,0.0,0.0,14.8,14.8,14.8,14.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61568.6,0.0,0.0,0.0,0.0,14.85,14.85,14.85,14.85,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61585.6,0.0,0.0,0.0,0.0,14.9,14.9,14.9,14.9,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61601.2,0.0,0.0,0.0,0.0,14.95,14.95,14.95,14.95,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61617.5,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61632.9,0.0,0.0,0.0,0.0,15.05,15.05,15.05,15.05,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61650.1,0.0,0.0,0.0,0.0,15.1,15.1,15.1,15.1,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61667.3,0.0,0.0,0.0,0.0,15.15,15.15,15.15,15.15,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61684.5,0.0,0.0,0.0,0.0,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61700.6,0.0,0.0,0.0,0.0,15.25,15.25,15.25,15.25,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61716.6,0.0,0.0,0.0,0.0,15.3,15.3,15.3,15.3,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61732.7,0.0,0.0,0.0,0.0,15.35,15.35,15.35,15.35,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61748.8,0.0,0.0,0.0,0.0,15.4,15.4,15.4,15.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61765.2,0.0,0.0,0.0,0.0,15.45,15.45,15.45,15.45,15.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61781.4,0.0,0.0,0.0,0.0,15.5,15.5,15.5,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61797.8,0.0,0.0,0.0,0.0,15.55,15.55,15.55,15.55,15.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61815.1,0.0,0.0,0.0,0.0,15.6,15.6,15.6,15.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61831.8,0.0,0.0,0.0,0.0,15.65,15.65,15.65,15.65,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61848.9,0.0,0.0,0.0,0.0,15.7,15.7,15.7,15.7,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61866.0,0.0,0.0,0.0,0.0,15.75,15.75,15.75,15.75,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61883.3,0.0,0.0,0.0,0.0,15.8,15.8,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61898.9,0.0,0.0,0.0,0.0,15.85,15.85,15.85,15.85,15.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61915.9,0.0,0.0,0.0,0.0,15.9,15.9,15.9,15.9,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61933.0,0.0,0.0,0.0,0.0,15.95,15.95,15.95,15.95,15.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61949.3,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61966.6,0.0,0.0,0.0,0.0,16.05,16.05,16.05,16.05,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61982.3,0.0,0.0,0.0,0.0,16.1,16.1,16.1,16.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
61998.6,0.0,0.0,0.0,0.0,16.15,16.15,16.15,16.15,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62014.4,0.0,0.0,0.0,0.0,16.2,16.2,16.2,16.2,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62030.7,0.0,0.0,0.0,0.0,16.25,16.25,16.25,16.25,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62047.3,0.0,0.0,0.0,0.0,16.3,16.3,16.3,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62063.5,0.0,0.0,0.0,0.0,16.35,16.35,16.35,16.35,16.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62079.5,0.0,0.0,0.0,0.0,16.4,16.4,16.4,16.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62094.8,0.0,0.0,0.0,0.0,16.45,16.45,16.45,16.45,16.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62112.3,0.0,0.0,0.0,0.0,16.5,16.5,16.5,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62128.6,0.0,0.0,0.0,0.0,16.55,16.55,16.55,16.55,16.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62143.9,0.0,0.0,0.0,0.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62160.4,0.0,0.0,0.0,0.0,16.65,16.65,16.65,16.65,16.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62176.6,0.0,0.0,0.0,0.0,16.7,16.7,16.7,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62192.5,0.0,0.0,0.0,0.0,16.75,16.75,16.75,16.75,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62208.8,0.0,0.0,0.0,0.0,16.8,16.8,16.8,16.8,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62226.1,0.0,0.0,0.0,0.0,16.85,16.85,16.85,16.85,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62242.4,0.0,0.0,0.0,0.0,16.9,16.9,16.9,16.9,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62258.5,0.0,0.0,0.0,0.0,16.95,16.95,16.95,16.95,16.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62274.1,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62291.4,0.0,0.0,0.0,0.0,17.05,17.05,17.05,17.05,17.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62307.5,0.0,0.0,0.0,0.0,17.1,17.1,17.1,17.1,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62323.6,0.0,0.0,0.0,0.0,17.15,17.15,17.15,17.15,17.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62340.5,0.0,0.0,0.0,0.0,17.2,17.2,17.2,17.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62356.5,0.0,0.0,0.0,0.0,17.25,17.25,17.25,17.25,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62373.5,0.0,0.0,0.0,0.0,17.3,17.3,17.3,17.3,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62389.6,0.0,0.0,0.0,0.0,17.35,17.35,17.35,17.35,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62405.6,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62421.7,0.0,0.0,0.0,0.0,17.45,17.45,17.45,17.45,17.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62437.7,0.0,0.0,0.0,0.0,17.5,17.5,17.5,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62453.5,0.0,0.0,0.0,0.0,17.55,17.55,17.55,17.55,17.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62469.5,0.0,0.0,0.0,0.0,17.6,17.6,17.6,17.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62485.7,0.0,0.0,0.0,0.0,17.65,17.65,17.65,17.65,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62502.0,0.0,0.0,0.0,0.0,17.7,17.7,17.7,17.7,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62519.1,0.0,0.0,0.0,0.0,17.75,17.75,17.75,17.75,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62536.3,0.0,0.0,0.0,0.0,17.8,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62552.7,0.0,0.0,0.0,0.0,17.85,17.85,17.85,17.85,17.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62568.1,0.0,0.0,0.0,0.0,17.9,17.9,17.9,17.9,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62585.2,0.0,0.0,0.0,0.0,17.95,17.95,17.95,17.95,17.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62601.5,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62617.5,0.0,0.0,0.0,0.0,18.05,18.05,18.05,18.05,18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62633.6,0.0,0.0,0.0,0.0,18.1,18.1,18.1,18.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62649.8,0.0,0.0,0.0,0.0,18.15,18.15,18.15,18.15,18.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62667.1,0.0,0.0,0.0,0.0,18.2,18.2,18.2,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62684.3,0.0,0.0,0.0,0.0,18.25,18.25,18.25,18.25,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62700.2,0.0,0.0,0.0,0.0,18.3,18.3,18.3,18.3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62717.5,0.0,0.0,0.0,0.0,18.35,18.35,18.35,18.35,18.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62734.6,0.0,0.0,0.0,0.0,18.4,18.4,18.4,18.4,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62751.1,0.0,0.0,0.0,0.0,18.45,18.45,18.45,18.45,18.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62768.3,0.0,0.0,0.0,0.0,18.5,18.5,18.5,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62785.5,0.0,0.0,0.0,0.0,18.55,18.55,18.55,18.55,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62800.9,0.0,0.0,0.0,0.0,18.6,18.6,18.6,18.6,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62818.0,0.0,0.0,0.0,0.0,18.65,18.65,18.65,18.65,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62835.2,0.0,0.0,0.0,0.0,18.7,18.7,18.7,18.7,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62852.3,0.0,0.0,0.0,0.0,18.75,18.75,18.75,18.75,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62868.5,0.0,0.0,0.0,0.0,18.8,18.8,18.8,18.8,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62884.7,0.0,0.0,0.0,0.0,18.85,18.85,18.85,18.85,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62900.7,0.0,0.0,0.0,0.0,18.9,18.9,18.9,18.9,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62916.7,0.0,0.0,0.0,0.0,18.95,18.95,18.95,18.95,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62932.2,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62949.4,0.0,0.0,0.0,0.0,19.05,19.05,19.05,19.05,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62966.5,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62982.6,0.0,0.0,0.0,0.0,19.15,19.15,19.15,19.15,19.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
62997.9,0.0,0.0,0.0,0.0,19.2,19.2,19.2,19.2,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63015.1,0.0,0.0,0.0,0.0,19.25,19.25,19.25,19.25,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63032.4,0.0,0.0,0.0,0.0,19.3,19.3,19.3,19.3,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63049.5,0.0,0.0,0.0,0.0,19.35,19.35,19.35,19.35,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63065.6,0.0,0.0,0.0,0.0,19.4,19.4,19.4,19.4,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63081.8,0.0,0.0,0.0,0.0,19.45,19.45,19.45,19.45,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63098.3,0.0,0.0,0.0,0.0,19.5,19.5,19.5,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63115.4,0.0,0.0,0.0,0.0,19.55,19.55,19.55,19.55,19.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63132.4,0.0,0.0,0.0,0.0,19.6,19.6,19.6,19.6,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63149.5,0.0,0.0,0.0,0.0,19.65,19.65,19.65,19.65,19.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63165.0,0.0,0.0,0.0,0.0,19.7,19.7,19.7,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63182.2,0.0,0.0,0.0,0.0,19.75,19.75,19.75,19.75,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63199.2,0.0,0.0,0.0,0.0,19.8,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63216.2,0.0,0.0,0.0,0.0,19.85,19.85,19.85,19.85,19.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63233.4,0.0,0.0,0.0,0.0,19.9,19.9,19.9,19.9,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63250.5,0.0,0.0,0.0,0.0,19.95,19.95,19.95,19.95,19.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63267.5,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63283.8,0.0,0.0,0.0,0.0,20.05,20.05,20.05,20.05,20.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63301.0,0.0,0.0,0.0,0.0,20.1,20.1,20.1,20.1,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63318.0,0.0,0.0,0.0,0.0,20.15,20.15,20.15,20.15,20.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63334.3,0.0,0.0,0.0,0.0,20.2,20.2,20.2,20.2,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63351.4,0.0,0.0,0.0,0.0,20.25,20.25,20.25,20.25,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63367.4,0.0,0.0,0.0,0.0,20.3,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63384.0,0.0,0.0,0.0,0.0,20.35,20.35,20.35,20.35,20.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63400.4,0.0,0.0,0.0,0.0,20.4,20.4,20.4,20.4,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63416.6,0.0,0.0,0.0,0.0,20.45,20.45,20.45,20.45,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63432.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63448.7,0.0,0.0,0.0,0.0,20.55,20.55,20.55,20.55,20.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63464.0,0.0,0.0,0.0,0.0,20.6,20.6,20.6,20.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63480.6,0.0,0.0,0.0,0.0,20.65,20.65,20.65,20.65,20.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63496.0,0.0,0.0,0.0,0.0,20.7,20.7,20.7,20.7,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63513.4,0.0,0.0,0.0,0.0,20.75,20.75,20.75,20.75,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63529.5,0.0,0.0,0.0,0.0,20.8,20.8,20.8,20.8,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63545.8,0.0,0.0,0.0,0.0,20.85,20.85,20.85,20.85,20.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63563.1,0.0,0.0,0.0,0.0,20.9,20.9,20.9,20.9,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63579.6,0.0,0.0,0.0,0.0,20.95,20.95,20.95,20.95,20.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63595.7,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63611.7,0.0,0.0,0.0,0.0,21.05,21.05,21.05,21.05,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63627.7,0.0,0.0,0.0,0.0,21.1,21.1,21.1,21.1,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63643.5,0.0,0.0,0.0,0.0,21.15,21.15,21.15,21.15,21.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63659.7,0.0,0.0,0.0,0.0,21.2,21.2,21.2,21.2,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63675.8,0.0,0.0,0.0,0.0,21.25,21.25,21.25,21.25,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63692.0,0.0,0.0,0.0,0.0,21.3,21.3,21.3,21.3,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63708.0,0.0,0.0,0.0,0.0,21.35,21.35,21.35,21.35,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63725.4,0.0,0.0,0.0,0.0,21.4,21.4,21.4,21.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63740.9,0.0,0.0,0.0,0.0,21.45,21.45,21.45,21.45,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63758.1,0.0,0.0,0.0,0.0,21.5,21.5,21.5,21.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63774.8,0.0,0.0,0.0,0.0,21.55,21.55,21.55,21.55,21.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63792.0,0.0,0.0,0.0,0.0,21.6,21.6,21.6,21.6,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63808.4,0.0,0.0,0.0,0.0,21.65,21.65,21.65,21.65,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63825.5,0.0,0.0,0.0,0.0,21.7,21.7,21.7,21.7,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63840.8,0.0,0.0,0.0,0.0,21.75,21.75,21.75,21.75,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63858.2,0.0,0.0,0.0,0.0,21.8,21.8,21.8,21.8,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63874.5,0.0,0.0,0.0,0.0,21.85,21.85,21.85,21.85,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63891.5,0.0,0.0,0.0,0.0,21.9,21.9,21.9,21.9,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63908.6,0.0,0.0,0.0,0.0,21.95,21.95,21.95,21.95,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63924.8,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63942.2,0.0,0.0,0.0,0.0,22.05,22.05,22.05,22.05,22.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63959.4,0.0,0.0,0.0,0.0,22.1,22.1,22.1,22.1,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63976.2,0.0,0.0,0.0,0.0,22.15,22.15,22.15,22.15,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
63992.3,0.0,0.0,0.0,0.0,22.2,22.2,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64009.4,0.0,0.0,0.0,0.0,22.25,22.25,22.25,22.25,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64024.8,0.0,0.0,0.0,0.0,22.3,22.3,22.3,22.3,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64041.1,0.0,0.0,0.0,0.0,22.35,22.35,22.35,22.35,22.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64058.5,0.0,0.0,0.0,0.0,22.4,22.4,22.4,22.4,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64074.6,0.0,0.0,0.0,0.0,22.45,22.45,22.45,22.45,22.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64090.0,0.0,0.0,0.0,0.0,22.5,22.5,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64107.0,0.0,0.0,0.0,0.0,22.55,22.55,22.55,22.55,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64123.5,0.0,0.0,0.0,0.0,22.6,22.6,22.6,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64138.9,0.0,0.0,0.0,0.0,22.65,22.65,22.65,22.65,22.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64155.9,0.0,0.0,0.0,0.0,22.7,22.7,22.7,22.7,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64173.1,0.0,0.0,0.0,0.0,22.75,22.75,22.75,22.75,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64190.2,0.0,0.0,0.0,0.0,22.8,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64206.5,0.0,0.0,0.0,0.0,22.85,22.85,22.85,22.85,22.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64223.6,0.0,0.0,0.0,0.0,22.9,22.9,22.9,22.9,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
64239.7,0.0,0.0,0.0,0.0,22.95,22.95,22.95,22.95,22.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
